49487547,51721186,50694514,53483138,55648436,57139280,55317726,52961144,56736993,50015709,52780055,52181956,49276623,54641990,57239530,54829826,54692389,46648281,57970362,53398277,48755535,58475601,51646959,49800187,53133989,53787132,53113446,48198690,53038954,51973189,50588426,48975927,49593793,51849539,49430530,52447602,52391386,47588421,53980161,52891653,53191906,58709278,52944108,51758842,50938622,56138550,52501664,53643430,50073533,47091526,52154946,51551346,49855982,56914994,52760427,52522128,49602956,52043290,54820299,50818963,52267434,52687779,52444460,50587656,54820529,49105271,54903161,53196999,51552910,44474288,46726564,51339333,47933322,51041771,52228773,50634931,52264800,52210898,50145683,55090776,56120597,50392283,51702189,52589090,53788065,55254813,51673305,57295255,49885969,51207630,50906716,50687348,51903374,49710256,52452921,56199763,50952685,53535941,55426358,48162751,51873600,51000067,51315872,52214101,53572792,55191311,52244985,50531011,51302853,52105891,51454985,53841541,52904863,50435972,50900559,52296009,55693528,51044244,55218576,55485030,48085836,49090517,50448460,53452439,51828962,53979810,50703165,50483344,53701888,52218725,55435626,51215049,53654112,53134105,48508610,49044931,49529731,51794666,51534042,54426131,50850057,48530992,49314849,48860075,53535962,53556924,48249316,52543220,55108160,51513467,53689509,57167083,54549606,51694232,56166258,53937202,51974733,49628073,52845635,54735381,51680128,55428272,49088929,54400295,51827402,49249252,54212639,50685898,51427769,52970859,50205152,50726345,51729154,57051779,52742994,52311216,51407700,54315006,51413123,54263847,45350051,52653649,56674339,53129244,51498257,51827078,53747026,54705216,51172389,49233290,50616629,49444948,53863292,52623266,53009267,55910568,54611591,53208216,53148621,48856555
51152439,50262550,52238741,53622846,54554703,54935179,54970138,51467372,56086058,51094333,54170017,49817701,48541183,52799825,54981386,53887379,55248631,47077350,55980460,50827098,49664662,57085224,53204656,50369851,49705325,52378882,52009191,48482683,53504813,50803927,50683668,50972623,51977761,51212700,49208935,53304791,53461263,48595891,53964773,51715162,50965879,56880085,53837560,50553306,50526099,54233489,51472136,52347743,47206816,46513025,51252978,50726893,54173923,54806878,54227942,51645812,51459936,51447862,50381126,51193804,52895731,51518531,49441641,51527091,53464512,50688598,54573326,54353199,51731780,46126522,49036567,51591722,51281455,51250393,50068557,51235715,54394634,51132652,50138258,57249288,53731684,50657646,50672244,52472953,54866550,54302522,52000470,56260163,49657623,52634525,50509989,49844432,50931285,49873061,51486014,57052282,53450392,56720273,55322385,46350329,51663252,51407093,52234112,52937498,54916876,53725323,49501587,49796347,52679782,51934212,51206969,54973778,51005187,52300794,50046041,52958841,54885955,51041089,55626025,55235541,48612816,51775914,49960730,51933371,51540630,53394278,50870725,49856645,51671204,51496589,53231842,51279422,54813608,53584066,47060450,47964645,46445302,51859643,49312293,51639459,51634286,49958728,49415868,51021900,53401695,51249442,48863562,50495690,55024523,50928642,53554549,55614507,55680466,51833551,53935285,53097645,50560318,48415240,52080574,55302057,49478887,55818704,50857724,53661624,52445429,47280438,52257649,50676101,50935799,52525659,54398332,49839165,50923314,55998260,54048242,50287516,51602505,55868389,50491332,52664755,46233827,52295916,55909259,52366403,52076552,50155918,54623171,53166694,50600566,49118530,50563717,49768695,54354864,52273967,51752151,55940776,53181386,53028371,51656779,46873400
51484013,47756524,47269888,52345834,51790056,55997233,56493261,51803744,54537094,48415450,51402319,51607074,47932678,51691219,54641368,55053372,53347848,45042727,57905500,51224864,49050836,53630413,49816305,49740652,51052620,51738485,50088795,45866618,52270238,49691201,51041284,49397673,52332801,48069941,50079397,53938743,50219712,47052797,51988314,50046320,51945956,55017390,51830107,50626438,49236452,52832923,49831746,52115814,50033768,46342612,49402768,48320100,51294698,55153714,54433106,54463582,49311456,52376758,50549043,51321136,51998062,52304913,49781514,49555702,54195069,48031865,52877970,51176939,51175864,43476224,45280985,51151241,49611560,50611820,52827151,49728331,52419184,52546712,48318718,52489332,54785867,49337875,49122716,54474134,52771455,51788121,50188322,54633005,47221662,49913708,49943850,48554262,50279085,49974253,51038520,56007708,50109079,51225652,54891071,47532749,48996712,50444386,50868963,52918415,52791313,54464313,50333526,49674956,50382344,51069547,51926572,52515326,49642505,51866494,48798171,50623113,51704133,47775833,54363180,51746219,49087826,50241514,49692116,52677117,49260702,52413997,48973016,46285229,52412197,49165051,53582311,48467934,53849073,51978161,47856622,45789034,48781632,49301920,50284712,48712393,49764178,48320683,44976904,50995329,50407418,51478674,46880967,49301502,53687828,50417075,54441407,55112898,51242687,49435228,53173995,51834045,49454355,48192184,50497567,52644200,50045713,55659924,48908728,53712663,53318559,45818146,50186022,47713883,47354813,50572826,50396761,45311966,49673825,52739971,53301536,47890507,50918744,53473388,50740727,50363654,44033183,51178854,53359789,49901778,48182082,49864934,52631760,52643727,50963658,47668023,49878523,48301650,53235875,50411740,49112271,53579010,52782987,49868546,51303995,45364349
48949092,47245248,46659909,47902065,50154370,50754731,50114624,49213050,50367200,48709737,47920346,47986145,47036030,47324868,54370050,51698873,50400731,41926962,51554579,48580446,45213448,53695675,48711571,46501493,47373455,48675595,47667011,44038951,49069124,45839593,47467779,47582500,49312169,47643432,44210539,48975719,48201692,45782718,48427813,49259845,48106781,52212712,52541741,50094166,44946960,50010088,47698425,47650414,48273796,43554213,44165935,45462622,47419162,52667645,50721059,48019678,46605620,49857625,48791758,47860934,47245813,49909442,47272180,45673261,52685155,50016027,49219590,49165275,48990038,41447161,43539233,47593674,46892031,47626223,48461525,48960099,49909634,48840682,44913139,51879283,50070308,47381723,46835711,50991466,49011451,51013721,47639238,51421717,47326457,47317184,49920167,47775276,47742326,47370761,49382784,52349668,52855462,50477225,52551080,44821640,47275018,51294684,47663609,50014375,51601284,49921022,48624459,47202057,49335769,46360817,48180504,49154026,49341691,46126838,45146799,49493770,51497727,47469911,53068051,49623468,45962629,45918126,49918782,48685602,46964480,49414960,47082194,44569823,49445702,51314229,51271632,46647069,51228279,48792962,46617925,45313188,43843671,49173634,46766704,49784490,47173164,45207027,44532892,47706267,50627681,46717831,47423757,48535212,48385235,46379936,49023742,54297294,50597682,47498542,49572956,47896354,48700223,45290035,50699606,50504247,47937022,49988730,49697130,50505730,50000526,42723634,49649757,44441429,47850986,47918189,47078250,47237573,47106120,50598726,49585586,46552201,48111194,54767687,48531212,48079256,43565474,50468683,52178553,49562363,46378860,48584737,49957855,49073598,49710084,46497337,47490924,48651184,51188130,49040696,49517701,51899104,49893579,48893131,49953143,45669885
46922268,45301246,44649248,47072552,46850291,49501091,50692091,48049072,48949091,46300131,46967086,46027951,45460283,46898922,51928687,48559513,49774022,43635933,49810284,46229494,44997679,49249343,47522499,46378810,44685532,48221976,47115475,42878634,47753984,45638306,45982024,46713175,47818552,45408309,45808545,45122039,45908993,45435808,48686563,46920220,45579998,51451616,47784420,47720312,46031585,48370164,46164499,48361456,47381426,42402896,44874289,43724063,46999750,52259626,48770540,49075397,42875167,46075049,46917531,47609379,47649614,48616007,45806850,45254925,49700050,45336175,49476461,46930301,48671244,41295392,42509358,45719280,44737244,47428902,45185022,46747580,47307038,46117875,42741778,49681444,48872545,44801854,46683298,49443270,48288116,49346900,45599128,50395660,43883393,46222729,46480222,46089409,45819050,44130597,44417504,50648929,47268395,48787248,48928953,44579578,45753264,46732290,46792702,46916227,49275398,48954813,48270600,46025578,47034501,46867023,46510937,49641926,46775777,47276344,45616390,48315868,49959478,45948838,49318304,50478002,43884941,47567430,45722153,49570744,47854508,48378108,48998030,43400827,47448052,46023743,49191822,45724463,46755656,45769142,45048329,44297017,45021199,45918329,45806789,45413904,44474914,45885007,43720437,45042298,49104724,47164042,43612938,46853865,46967964,45968604,47537334,51539207,48769841,46417525,47770382,46344313,46219367,45488789,48245940,49166007,43521072,50080936,43628556,50113146,48346620,44373309,46168731,44635145,44458335,47395748,45877817,45305300,45384167,49360713,49956152,46049897,46551713,51203299,44598448,47205712,43492849,47793051,49561281,42947013,46992397,46155675,47163079,46456346,45770350,46091073,44620655,45054536,48742692,46064847,46968504,50802596,48877992,46470009,47905256,42952579
51879591,48493477,49170110,51315356,51716051,53923320,53140891,50721092,56960229,50042488,52391926,49370654,48121313,53026504,56349293,51963978,53339187,48040353,53519511,51092202,49635582,56539678,50444087,49392840,48567197,51138933,51097809,47830372,53766756,49003068,50948685,48847755,51648654,51047532,49735417,52011578,50597657,47889419,48710822,51455116,50252417,55342072,50503483,49918681,49884734,52417229,50916014,50393647,50290369,43783325,47977131,48631091,53203964,56399011,52145090,53357378,46272351,49998903,52471482,51427179,51989916,51512908,46935754,48745724,55041521,47746720,53429976,51549923,53045194,43832781,45495846,49885260,49700394,50715814,48850632,50410003,52125347,50469471,48689191,54123540,50572312,50672408,49041765,54380557,53095209,51757284,51744964,57319579,49684912,48382327,49802971,47980204,47773854,51048560,49298206,58223450,52035647,53036815,51346763,46287722,51429958,49682693,49243543,52286779,53917920,53883023,50947554,51183474,52364367,49798765,50383771,54789507,51858868,48861376,50923971,51476564,54249790,50458115,51724224,54248343,47947952,48555845,48231864,52015240,50926593,51698920,50799066,49685587,52535153,50990972,54038078,47230149,55084186,51586800,48282091,48906057,45413669,51087822,48163317,49283891,47065080,49908573,47438658,48389072,52118486,52080353,47332830,49750192,52125855,49333924,52878496,55694355,51048012,49310696,52059642,53003949,47852015,48930761,52070940,52533575,47138904,54656166,48935187,53178518,54906538,45255507,52819268,49584227,50983999,51488553,51270470,49374670,47828636,52827106,53025396,49818128,51486391,55943035,48964036,52034954,44590372,52429814,56311681,51715489,49647572,48384377,51119153,51670629,50055155,50812208,48874527,50509517,51632412,51804890,50218767,54988943,51008342,51891862,51021621,48020856
47360113,46303562,43866137,47044196,47061555,50126612,50856475,47141325,50566540,46765510,46724919,46652067,47931503,46445320,50534854,51556284,47794209,43430845,48813929,48774591,44506307,53159394,45536379,45773400,48196743,48186931,46550925,44110908,49457377,46290446,45561757,46709227,46482864,48525703,45513142,48277736,47838949,45817247,47281829,49583417,49124457,53505056,49777383,45167202,48023557,47503601,45035609,46780283,47102102,43040348,47511178,46816724,47091414,52107047,49981325,48522695,46063443,48411292,47568339,46369333,49069432,50785893,44907239,45905072,52682128,48729550,47710259,50472779,48963816,40844906,45469766,48824644,45510420,48731019,46765639,47592705,50926225,47887238,46773307,50085387,48717441,46246744,45386152,46602513,49678555,48272991,46136838,51450905,46263803,46379596,47239120,46068220,46075330,46382760,48040683,51959234,49361644,49047462,49642954,41425939,46553459,49205543,48393241,48050310,47576050,48298735,47193149,46676961,48408670,48518951,49874641,49747258,48153914,44490347,47082679,49692499,50542857,45142159,51415011,49990650,45526517,44885107,43957650,48304570,47467294,48772968,45260327,47261116,49878476,44962998,51139349,45804594,51500871,49822031,46966457,44874511,45477027,48626600,45553048,47749703,43835338,45070692,45234736,46549926,52424745,48427501,44011556,46343124,47720981,46035168,50789052,50769346,49603327,44758483,49874741,47694482,46061647,46946334,48194173,50071909,47596858,49180300,46096979,49575964,49897866,44270220,47861037,45774635,47167048,44814662,47750702,47117408,46364541,49493769,48283494,47373846,47590232,51253050,44043960,49574969,41015434,46646241,50105423,48908945,46726596,47105043,46273660,48646935,47378548,43931065,47077101,47010838,47946192,47724712,48364515,48842165,48379233,48532307,49267398,45124719
48245325,46028179,46812829,48620866,48511333,52252238,52753942,50743767,50770308,49092055,50171044,48486585,46513422,47281978,51362664,50337242,50953211,44934457,50310963,48550133,45464053,52040542,48459654,49206775,48120816,49965578,49631068,45799767,50312229,46006562,48385595,49284809,48270352,47582670,46159956,50678454,49697385,44796510,47935392,50289977,47549893,52454902,49857616,48254682,47624713,49127629,47096985,48552981,47229766,45604889,47490493,43770737,49090140,51175018,50766724,50092960,47511668,48894108,47337194,49478063,51558934,47478285,44968915,47315270,52394417,48411903,50159294,50379292,50220139,43287802,43487513,49353526,48702356,49023982,48355533,47193973,48435911,49796114,48283410,51948751,49871186,47404684,48905514,50164794,48867091,51036170,48360104,52556532,46311636,48426219,49257502,44001928,50627868,48628602,50031044,55298286,48212158,53386985,53825681,44301049,47008327,47297793,46454671,45497401,51389834,49940066,48270527,46059687,48171358,49853787,48625737,48883446,49221459,48396480,48585770,47701567,51443402,44595658,51847568,51482997,46558012,47596805,49544340,50559166,47425691,50026382,47963426,45679265,49301816,47093941,52056117,46996497,52230140,48362656,47105232,45710828,47570160,49127727,47214363,47324810,49284020,47154928,43746823,48995116,53738047,49516456,48811150,46915146,52344190,46365988,49028648,53213986,49289063,47974750,50136607,48749036,46856001,48974736,49255572,49602873,47467836,52059179,49873694,52746669,49845980,44928402,48218711,42413535,48445455,48684161,49602472,45131161,48049045,51862024,50648948,46670756,49832319,54088369,47799591,50517637,42535532,49383630,50068940,49230092,48064718,50727421,49003209,49363039,47122473,45784671,48805861,46789494,48732033,48875831,49192527,54144356,51214241,46591111,48467769,46452880
50481608,48564538,48845158,48589126,49806294,52022438,54894495,53597787,52982507,50317513,49169486,49300051,48521009,50631333,53278872,52151855,53598017,45893908,53328958,51920951,45620366,54711659,50115362,47366831,50488378,49112332,49283975,45750063,49570087,47996615,50396069,46578553,48311664,46660452,45937850,48676980,49774495,46042212,48924785,52034401,48223981,54631729,51994038,49090273,49184522,50787927,49745981,48913558,47820888,44030777,46989190,48410443,51397803,56076917,51488748,50679044,48400923,51551574,48870463,48141248,51295311,51553688,47864277,47795468,51925237,50784908,51581075,52462806,49871918,42720140,44946536,49532577,47496120,49533310,49711752,48420759,49931699,50550559,47960686,52220436,49526209,49183876,48328734,51993490,50290253,51190940,49888894,52901512,46900293,47762275,50511671,47986281,49485820,47703431,50755117,54395805,50946173,49431687,51542426,44659159,49789911,48229277,48221079,49700374,53367531,50387602,49350773,48052028,50487746,50969264,49842294,51392427,49140508,46401554,50053149,51058598,52607331,49466795,52106869,52388226,47132037,48087655,46083900,51288554,50391251,50340700,47096382,48561498,51045368,48306234,51293479,48215380,51798707,51192185,45638227,48632857,48115705,50002299,48781558,50895612,47070194,49113472,46320517,48533141,52393160,50158022,48016874,47722688,51806516,48744698,53370142,54667607,49911428,47033826,51932139,51230040,46742354,46032609,50409890,52199625,49395189,52326199,49215539,50604835,48997964,45043696,50707157,47559532,50188809,49504245,50811038,47017585,46670207,53615460,53783984,50974703,48925775,52610029,49798146,49858509,43276264,48001337,53927577,50225873,45538728,48827069,49308580,49776085,50034403,47420006,51096509,47315099,50915787,50220307,50556217,55266200,50168729,50503713,50194421,47997446
52710138,50732448,51998288,53779061,51592812,54139622,57491742,52031695,55517140,50809316,54501663,49518629,50528730,51908981,57016917,55130413,57273906,48737772,55871437,52988486,51488848,56319832,51269222,49456326,51641887,54528410,52423750,49466959,54124827,48546797,51210157,51345022,50624486,51684132,49849205,51444660,52704543,49419436,53578449,51406110,53823711,57538096,52685342,54018365,50734885,55436578,48474069,53383046,51806631,47114642,48915942,48832419,54234235,55408608,52715860,56799201,51360514,52454593,51675850,54186431,55334918,55075214,50196514,52837229,54073998,50788209,52725702,53940131,53234142,45258846,50487127,50546184,52518832,51696830,49699211,53653312,53531948,53540443,48804023,54457509,54781917,50682919,50707045,55570831,54893102,56330524,52364604,57104342,49053782,51143469,51504535,51961401,51948417,53285165,52430995,57787573,51237988,53871094,55215874,49141352,51141149,52307567,53209926,52209614,52792166,54936163,52227817,52628591,52656229,52889764,51959006,55084978,53328049,50729436,51057557,52879617,54506264,52350103,56560421,55209886,49682704,49965095,50500747,53714359,52321265,54335687,51066213,50076283,52599113,51285402,55369888,50004042,55069588,52299760,49414994,50195552,49582074,50059817,48768682,51901381,49252742,48483903,50085820,50038617,55213312,52890209,48754746,53670664,56548760,49407927,54848331,56577960,54623499,52212836,52490992,52524812,50027498,50694960,52598153,52788969,51495250,55578432,50564393,54038201,54615938,47636290,52819605,49404343,51011595,51842086,51058696,48701401,50370895,56437352,54631400,50141884,53394349,56648712,50369750,52953792,44382734,53543073,54604506,51276243,51116411,53961573,52650053,54141761,53065705,48284859,49432412,52321285,55470375,53733602,51719578,54362889,54391308,51297403,52465809,49340634
